return_id,order_id,product_id,return_date,reason
R01745,O017849,P0255,2023-03-17,changed_mind
R01746,O017851,P0487,2024-10-06,not_as_described
R01747,O017854,P0293,2024-12-14,changed_mind
R01748,O017866,P0010,2024-09-09,changed_mind
R01749,O017868,P0470,2024-11-03,changed_mind
R01750,O017936,P0280,2024-05-22,wrong_item
R01751,O017944,P0498,2023-04-09,changed_mind
R01752,O017946,P0200,2024-06-18,not_as_described
R01753,O017949,P0424,2024-06-10,wrong_item
R01754,O017958,P0103,2023-03-31,changed_mind
R01755,O017970,P0129,2023-09-14,defective
R01756,O017973,P0216,2024-04-04,wrong_item
R01757,O017977,P0110,2024-11-17,not_as_described
R01758,O017978,P0018,2023-09-15,defective
R01759,O017985,P0414,2023-04-10,damaged
R01760,O017995,P0258,2024-03-25,wrong_item
R01761,O018009,P0098,2024-01-02,changed_mind
R01762,O018018,P0255,2024-06-23,changed_mind
R01763,O018032,P0044,2024-08-31,changed_mind
R01764,O018041,P0103,2023-10-15,damaged
R01765,O018048,P0330,2023-05-21,changed_mind
R01766,O018051,P0298,2023-05-21,wrong_item
R01767,O018055,P0157,2024-06-22,damaged
R01768,O018064,P0446,2023-12-15,changed_mind
R01769,O018082,P0379,2024-08-17,not_as_described
R01770,O018093,P0339,2023-07-02,changed_mind
R01771,O018103,P0462,2023-08-16,defective
R01772,O018122,P0127,2024-01-13,changed_mind
R01773,O018128,P0295,2024-07-01,defective
R01774,O018147,P0265,2024-05-18,damaged
R01775,O018188,P0418,2024-10-29,not_as_described
R01776,O018193,P0273,2024-01-28,wrong_item
R01777,O018199,P0401,2024-08-06,wrong_item
R01778,O018211,P0399,2024-03-21,wrong_item
R01779,O018223,P0051,2023-10-04,damaged
R01780,O018227,P0192,2023-04-03,changed_mind
R01781,O018241,P0108,2023-02-11,defective
R01782,O018243,P0036,2025-01-11,defective
R01783,O018254,P0387,2024-05-20,not_as_described
R01784,O018256,P0410,2024-09-03,damaged
R01785,O018263,P0242,2023-02-01,not_as_described
R01786,O018266,P0080,2023-06-19,wrong_item
R01787,O018270,P0383,2024-07-03,changed_mind
R01788,O018288,P0032,2023-09-02,changed_mind
R01789,O018296,P0013,2023-05-17,wrong_item
R01790,O018297,P0127,2023-03-12,damaged
R01791,O018299,P0031,2024-04-06,damaged
R01792,O018301,P0129,2023-06-16,damaged
R01793,O018338,P0286,2024-01-22,changed_mind
R01794,O018351,P0314,2024-07-03,changed_mind
R01795,O018359,P0021,2024-12-02,changed_mind
R01796,O018362,P0409,2023-04-27,changed_mind
R01797,O018366,P0161,2023-09-29,not_as_described
R01798,O018369,P0264,2023-08-08,changed_mind
R01799,O018374,P0338,2024-03-31,defective
R01800,O018380,P0206,2023-08-23,damaged
R01801,O018390,P0348,2024-12-07,changed_mind
R01802,O018405,P0141,2023-07-15,damaged
R01803,O018416,P0102,2024-01-14,not_as_described
R01804,O018429,P0278,2023-11-24,wrong_item
R01805,O018439,P0252,2024-04-03,changed_mind
R01806,O018448,P0434,2024-08-06,defective
R01807,O018451,P0361,2024-04-25,defective
R01808,O018459,P0112,2024-05-03,changed_mind
R01809,O018459,P0381,2024-05-10,changed_mind
R01810,O018460,P0047,2023-07-31,changed_mind
R01811,O018469,P0198,2024-03-03,wrong_item
R01812,O018480,P0349,2023-12-17,wrong_item
R01813,O018483,P0174,2023-10-14,not_as_described
R01814,O018486,P0288,2024-03-12,wrong_item
R01815,O018510,P0500,2023-06-25,defective
R01816,O018542,P0072,2023-05-18,damaged
R01817,O018577,P0014,2023-09-27,wrong_item
R01818,O018625,P0485,2024-03-24,defective
R01819,O018627,P0006,2024-01-24,defective
R01820,O018628,P0131,2023-12-19,defective
R01821,O018634,P0457,2023-05-16,defective
R01822,O018636,P0415,2024-08-17,changed_mind
R01823,O018681,P0493,2023-04-18,not_as_described
R01824,O018684,P0031,2023-02-24,damaged
R01825,O018714,P0134,2023-09-28,changed_mind
R01826,O018728,P0294,2023-12-05,defective
R01827,O018737,P0281,2024-08-27,not_as_described
R01828,O018748,P0287,2023-05-21,wrong_item
R01829,O018751,P0168,2024-10-31,not_as_described
R01830,O018761,P0394,2023-04-23,changed_mind
R01831,O018763,P0310,2023-03-05,not_as_described
R01832,O018763,P0429,2023-02-18,defective
R01833,O018787,P0286,2024-12-24,wrong_item
R01834,O018787,P0032,2024-12-07,not_as_described
R01835,O018789,P0227,2023-06-11,damaged
R01836,O018789,P0052,2023-06-15,damaged
R01837,O018813,P0340,2023-07-28,wrong_item
R01838,O018817,P0050,2023-03-08,changed_mind
R01839,O018818,P0403,2024-01-05,defective
R01840,O018819,P0201,2024-05-31,damaged
R01841,O018832,P0113,2023-09-17,changed_mind
R01842,O018836,P0271,2023-02-22,not_as_described
R01843,O018837,P0288,2024-11-19,changed_mind
R01844,O018871,P0217,2023-09-06,wrong_item
R01845,O018878,P0490,2024-01-30,wrong_item
R01846,O018895,P0137,2024-12-02,wrong_item
R01847,O018918,P0168,2023-11-14,damaged
R01848,O018924,P0299,2024-01-13,defective
R01849,O018961,P0273,2023-10-01,wrong_item
R01850,O018971,P0148,2023-11-18,wrong_item
R01851,O018980,P0227,2023-05-07,defective
R01852,O018983,P0320,2024-06-03,damaged
R01853,O018984,P0386,2024-05-11,changed_mind
R01854,O018985,P0466,2023-03-25,defective
R01855,O019032,P0218,2023-03-21,defective
R01856,O019035,P0370,2023-06-23,defective
R01857,O019046,P0425,2023-09-27,not_as_described
R01858,O019046,P0079,2023-10-05,changed_mind
R01859,O019056,P0238,2023-10-18,not_as_described
R01860,O019063,P0134,2023-04-30,damaged
R01861,O019076,P0197,2024-06-28,defective
R01862,O019114,P0227,2024-05-02,wrong_item
R01863,O019116,P0084,2023-12-20,damaged
R01864,O019126,P0365,2023-06-01,changed_mind
R01865,O019128,P0192,2024-11-07,changed_mind
R01866,O019132,P0327,2024-01-06,changed_mind
R01867,O019156,P0201,2024-07-12,damaged
R01868,O019156,P0345,2024-07-10,not_as_described
R01869,O019164,P0059,2023-11-24,not_as_described
R01870,O019167,P0089,2023-09-11,not_as_described
R01871,O019175,P0073,2023-10-14,damaged
R01872,O019180,P0045,2023-08-02,wrong_item
R01873,O019186,P0051,2024-03-24,wrong_item
R01874,O019212,P0009,2024-12-14,damaged
R01875,O019220,P0078,2023-05-24,not_as_described
R01876,O019228,P0419,2024-02-16,wrong_item
R01877,O019240,P0336,2023-11-12,changed_mind
R01878,O019246,P0119,2024-03-12,not_as_described
R01879,O019271,P0388,2023-07-17,not_as_described
R01880,O019282,P0059,2023-09-12,changed_mind
R01881,O019298,P0016,2024-12-16,defective
R01882,O019329,P0300,2024-09-13,defective
R01883,O019332,P0316,2024-04-13,wrong_item
R01884,O019335,P0245,2024-11-15,changed_mind
R01885,O019336,P0111,2023-04-27,not_as_described
R01886,O019366,P0405,2024-04-12,defective
R01887,O019367,P0229,2023-10-24,changed_mind
R01888,O019375,P0318,2024-02-19,defective
R01889,O019378,P0089,2023-01-27,changed_mind
R01890,O019396,P0219,2023-08-10,changed_mind
R01891,O019408,P0147,2024-06-29,not_as_described
R01892,O019426,P0264,2023-11-26,changed_mind
R01893,O019445,P0248,2023-08-26,changed_mind
R01894,O019450,P0016,2024-12-23,defective
R01895,O019453,P0172,2024-04-13,defective
R01896,O019478,P0344,2024-05-06,changed_mind
R01897,O019481,P0210,2023-06-12,defective
R01898,O019520,P0438,2023-06-14,defective
R01899,O019522,P0455,2023-05-24,wrong_item
R01900,O019534,P0483,2024-01-30,defective
R01901,O019539,P0431,2024-12-01,changed_mind
R01902,O019540,P0447,2024-08-07,wrong_item
R01903,O019561,P0351,2023-12-25,not_as_described
R01904,O019564,P0058,2024-09-23,wrong_item
R01905,O019574,P0458,2023-03-08,not_as_described
R01906,O019577,P0402,2024-09-17,defective
R01907,O019585,P0022,2023-07-25,wrong_item
R01908,O019591,P0110,2023-12-24,defective
R01909,O019594,P0333,2024-04-20,defective
R01910,O019602,P0305,2023-04-16,damaged
R01911,O019611,P0191,2024-07-20,defective
R01912,O019623,P0386,2024-06-30,damaged
R01913,O019647,P0008,2023-08-17,changed_mind
R01914,O019648,P0259,2023-03-05,changed_mind
R01915,O019653,P0251,2024-05-21,damaged
R01916,O019670,P0486,2024-03-08,defective
R01917,O019672,P0382,2023-01-11,not_as_described
R01918,O019673,P0378,2023-04-02,not_as_described
R01919,O019684,P0173,2024-05-19,changed_mind
R01920,O019724,P0271,2023-10-23,wrong_item
R01921,O019733,P0003,2024-12-11,defective
R01922,O019737,P0229,2023-12-30,wrong_item
R01923,O019741,P0252,2024-04-23,defective
R01924,O019767,P0392,2024-04-10,defective
R01925,O019768,P0327,2024-11-02,changed_mind
R01926,O019780,P0006,2023-11-22,changed_mind
R01927,O019792,P0073,2024-04-13,damaged
R01928,O019798,P0341,2023-12-11,defective
R01929,O019807,P0310,2025-01-04,changed_mind
R01930,O019822,P0025,2024-11-04,not_as_described
R01931,O019823,P0031,2023-07-09,changed_mind
R01932,O019825,P0331,2023-10-13,changed_mind
R01933,O019861,P0496,2024-08-30,wrong_item
R01934,O019880,P0226,2023-12-07,changed_mind
R01935,O019922,P0186,2024-12-09,defective
R01936,O019935,P0229,2023-06-10,not_as_described
R01937,O019936,P0271,2023-07-05,changed_mind
R01938,O019937,P0010,2024-11-09,changed_mind
R01939,O019940,P0422,2023-07-13,defective
R01940,O019957,P0266,2024-02-25,wrong_item
R01941,O019959,P0053,2024-10-24,not_as_described
R01942,O019967,P0399,2024-04-10,wrong_item
R01943,O019973,P0208,2024-09-06,defective
R01944,O019974,P0397,2024-02-29,defective
R01945,O019985,P0462,2023-10-19,wrong_item
R01946,O019990,P0335,2023-01-19,not_as_described
R01947,O019995,P0462,2024-03-31,damaged
R01948,O019996,P0321,2024-03-23,wrong_item
R01949,O020010,P0110,2025-01-03,changed_mind
R01950,O020039,P0070,2023-02-18,damaged
R01951,O020090,P0453,2023-03-10,changed_mind
R01952,O020094,P0209,2023-10-26,not_as_described
R01953,O020108,P0218,2023-10-23,changed_mind
R01954,O020116,P0283,2024-06-21,defective
R01955,O020141,P0266,2024-07-24,changed_mind
R01956,O020156,P0015,2024-03-09,damaged
R01957,O020165,P0224,2023-12-21,changed_mind
R01958,O020202,P0338,2023-02-11,wrong_item
R01959,O020207,P0159,2023-03-03,not_as_described
R01960,O020223,P0046,2024-09-21,defective
R01961,O020247,P0058,2024-05-03,defective
R01962,O020267,P0116,2024-04-12,changed_mind
R01963,O020271,P0033,2023-02-23,not_as_described
R01964,O020274,P0337,2024-09-06,defective
R01965,O020275,P0412,2024-09-05,not_as_described
R01966,O020285,P0435,2023-10-11,changed_mind
R01967,O020300,P0429,2024-04-19,wrong_item
R01968,O020325,P0054,2023-08-13,damaged
R01969,O020328,P0133,2024-05-29,damaged
R01970,O020329,P0409,2024-03-01,wrong_item
R01971,O020334,P0042,2024-12-12,not_as_described
R01972,O020335,P0128,2023-12-01,wrong_item
R01973,O020346,P0239,2023-10-01,damaged
R01974,O020364,P0058,2024-08-07,defective
R01975,O020393,P0098,2024-09-21,wrong_item
R01976,O020402,P0206,2023-12-06,changed_mind
R01977,O020404,P0086,2023-12-15,not_as_described
R01978,O020423,P0323,2023-09-17,not_as_described
R01979,O020428,P0494,2023-11-30,changed_mind
R01980,O020438,P0058,2023-04-11,wrong_item
R01981,O020440,P0304,2023-01-09,changed_mind
R01982,O020453,P0252,2023-04-15,not_as_described
R01983,O020457,P0048,2023-10-31,changed_mind
R01984,O020464,P0014,2023-12-13,changed_mind
R01985,O020478,P0249,2023-05-28,changed_mind
R01986,O020483,P0447,2025-01-05,not_as_described
R01987,O020488,P0127,2023-07-30,damaged
R01988,O020492,P0113,2024-02-07,defective
R01989,O020536,P0101,2023-10-10,damaged
R01990,O020540,P0212,2024-01-17,damaged
R01991,O020542,P0413,2023-11-25,changed_mind
R01992,O020582,P0287,2024-04-08,damaged
R01993,O020595,P0078,2023-01-18,changed_mind
R01994,O020597,P0081,2024-05-22,changed_mind
R01995,O020598,P0400,2023-08-05,changed_mind
R01996,O020599,P0488,2024-09-03,changed_mind
R01997,O020600,P0256,2024-08-16,defective
R01998,O020607,P0441,2024-11-10,changed_mind
R01999,O020666,P0032,2024-10-08,damaged
R02000,O020675,P0410,2023-08-31,changed_mind
R02001,O020679,P0176,2023-07-10,not_as_described
R02002,O020681,P0215,2023-03-06,not_as_described
R02003,O020685,P0206,2024-03-04,not_as_described
R02004,O020688,P0213,2023-04-20,changed_mind
R02005,O020704,P0146,2024-03-15,defective
R02006,O020709,P0451,2024-03-30,changed_mind
R02007,O020739,P0280,2024-04-30,defective
R02008,O020754,P0266,2023-03-09,wrong_item
R02009,O020775,P0076,2024-09-05,wrong_item
R02010,O020785,P0462,2024-07-29,changed_mind
R02011,O020790,P0025,2024-11-01,changed_mind
R02012,O020802,P0411,2024-02-13,wrong_item
R02013,O020803,P0152,2024-07-14,not_as_described
R02014,O020804,P0379,2023-10-15,changed_mind
R02015,O020808,P0212,2023-06-09,wrong_item
R02016,O020814,P0397,2024-06-19,damaged
R02017,O020816,P0492,2023-12-11,defective
R02018,O020816,P0192,2023-12-21,damaged
R02019,O020816,P0266,2023-11-29,damaged
R02020,O020847,P0252,2024-03-19,changed_mind
R02021,O020870,P0328,2023-08-04,damaged
R02022,O020890,P0142,2023-08-15,changed_mind
R02023,O020894,P0397,2023-04-25,defective
R02024,O020920,P0250,2023-09-01,damaged
R02025,O020921,P0317,2024-02-18,not_as_described
R02026,O020943,P0026,2023-09-05,wrong_item
R02027,O020955,P0055,2023-03-07,changed_mind
R02028,O020965,P0006,2024-05-28,wrong_item
R02029,O021012,P0329,2023-10-25,changed_mind
R02030,O021020,P0315,2024-08-17,damaged
R02031,O021026,P0014,2024-10-23,defective
R02032,O021029,P0377,2024-02-02,wrong_item
R02033,O021040,P0475,2023-11-29,wrong_item
R02034,O021043,P0045,2024-01-16,changed_mind
R02035,O021057,P0496,2024-04-06,wrong_item
R02036,O021070,P0338,2023-08-18,wrong_item
R02037,O021070,P0325,2023-08-11,wrong_item
R02038,O021072,P0269,2023-08-05,defective
R02039,O021079,P0181,2024-11-09,damaged
R02040,O021080,P0371,2023-08-30,wrong_item
R02041,O021080,P0258,2023-08-13,defective
R02042,O021110,P0355,2023-03-08,defective
R02043,O021136,P0448,2024-10-05,changed_mind
R02044,O021137,P0422,2023-01-22,wrong_item
R02045,O021159,P0276,2023-03-18,wrong_item
R02046,O021186,P0002,2024-07-04,wrong_item
R02047,O021196,P0281,2023-08-12,damaged
R02048,O021197,P0181,2023-10-06,damaged
R02049,O021214,P0321,2023-10-21,defective
R02050,O021221,P0455,2024-12-04,changed_mind
R02051,O021237,P0346,2023-10-20,damaged
R02052,O021257,P0005,2024-04-06,changed_mind
R02053,O021261,P0292,2023-11-24,wrong_item
R02054,O021267,P0167,2023-10-08,wrong_item
R02055,O021281,P0090,2023-11-03,defective
R02056,O021292,P0008,2024-07-11,not_as_described
R02057,O021297,P0089,2023-02-25,defective
R02058,O021305,P0188,2023-01-29,defective
R02059,O021341,P0432,2023-08-27,damaged
R02060,O021353,P0092,2023-10-11,changed_mind
R02061,O021355,P0482,2024-07-19,defective
R02062,O021358,P0265,2025-01-01,changed_mind
R02063,O021359,P0115,2024-08-22,damaged
R02064,O021367,P0275,2025-01-13,defective
R02065,O021382,P0043,2024-08-01,changed_mind
R02066,O021383,P0316,2024-05-20,changed_mind
R02067,O021384,P0253,2024-03-27,wrong_item
R02068,O021392,P0449,2024-03-24,defective
R02069,O021393,P0308,2024-08-18,damaged
R02070,O021396,P0388,2024-08-03,changed_mind
R02071,O021430,P0113,2024-01-16,changed_mind
R02072,O021452,P0047,2024-01-26,wrong_item
R02073,O021461,P0049,2024-02-08,changed_mind
R02074,O021467,P0361,2023-09-28,wrong_item
R02075,O021477,P0245,2023-04-13,changed_mind
R02076,O021483,P0299,2023-12-20,damaged
R02077,O021492,P0305,2024-08-08,damaged
R02078,O021499,P0364,2023-08-15,defective
R02079,O021501,P0358,2023-10-24,changed_mind
R02080,O021506,P0492,2023-06-17,changed_mind
R02081,O021507,P0008,2023-07-08,defective
R02082,O021513,P0301,2024-03-17,changed_mind
R02083,O021522,P0409,2023-07-21,changed_mind
R02084,O021527,P0124,2024-10-21,defective
R02085,O021530,P0398,2023-05-03,changed_mind
R02086,O021550,P0106,2023-01-30,damaged
R02087,O021554,P0276,2024-03-05,defective
R02088,O021554,P0344,2024-03-01,changed_mind
R02089,O021555,P0420,2024-07-19,not_as_described
R02090,O021562,P0281,2024-01-02,changed_mind
R02091,O021575,P0121,2023-03-14,changed_mind
R02092,O021595,P0175,2024-03-27,not_as_described
R02093,O021614,P0413,2023-05-01,changed_mind
R02094,O021616,P0270,2023-08-22,defective
R02095,O021617,P0157,2023-04-10,changed_mind
R02096,O021618,P0082,2024-03-21,not_as_described
R02097,O021631,P0256,2023-01-19,not_as_described
R02098,O021637,P0381,2023-12-17,changed_mind
R02099,O021641,P0483,2024-09-17,not_as_described
R02100,O021659,P0135,2023-09-16,damaged
R02101,O021662,P0336,2024-08-20,wrong_item
R02102,O021665,P0369,2023-11-22,changed_mind
R02103,O021677,P0482,2023-12-24,wrong_item
R02104,O021705,P0460,2025-01-04,wrong_item
R02105,O021706,P0038,2023-10-25,changed_mind
R02106,O021716,P0399,2024-10-30,not_as_described
R02107,O021728,P0343,2024-03-05,not_as_described
R02108,O021739,P0200,2024-10-03,changed_mind
R02109,O021750,P0360,2024-08-05,changed_mind
R02110,O021759,P0306,2023-12-17,not_as_described
R02111,O021792,P0078,2025-01-06,defective
R02112,O021797,P0177,2024-01-14,changed_mind
R02113,O021802,P0047,2023-08-02,wrong_item
R02114,O021819,P0278,2024-09-21,defective
R02115,O021831,P0248,2023-07-31,not_as_described
R02116,O021848,P0190,2024-12-25,not_as_described
R02117,O021850,P0405,2024-12-17,changed_mind
R02118,O021871,P0274,2023-08-30,changed_mind
R02119,O021877,P0290,2024-04-30,changed_mind
R02120,O021899,P0198,2024-08-20,wrong_item
R02121,O021905,P0492,2024-07-08,wrong_item
R02122,O021922,P0388,2024-02-08,defective
R02123,O021938,P0308,2023-02-22,not_as_described
R02124,O021943,P0421,2023-04-01,wrong_item
R02125,O021946,P0189,2024-11-04,damaged
R02126,O021948,P0235,2024-09-29,changed_mind
R02127,O021949,P0134,2023-02-18,changed_mind
R02128,O021959,P0246,2024-07-07,not_as_described
R02129,O021965,P0482,2023-03-08,defective
R02130,O021972,P0099,2023-03-27,changed_mind
R02131,O021973,P0487,2024-08-19,changed_mind
R02132,O021992,P0380,2023-06-18,changed_mind
R02133,O021998,P0443,2023-04-13,wrong_item
R02134,O022013,P0282,2023-03-17,changed_mind
R02135,O022022,P0255,2024-11-01,not_as_described
R02136,O022028,P0218,2024-05-03,defective
R02137,O022031,P0206,2023-02-22,defective
R02138,O022039,P0489,2023-12-05,changed_mind
R02139,O022052,P0422,2023-02-12,wrong_item
R02140,O022090,P0309,2024-10-29,wrong_item
R02141,O022122,P0415,2023-09-30,defective
R02142,O022123,P0167,2024-02-21,damaged
R02143,O022169,P0422,2023-02-02,not_as_described
R02144,O022175,P0158,2024-03-09,defective
R02145,O022175,P0105,2024-02-23,changed_mind
R02146,O022194,P0376,2024-06-09,wrong_item
R02147,O022199,P0223,2024-10-29,not_as_described
R02148,O022203,P0252,2024-05-24,changed_mind
R02149,O022220,P0049,2023-10-04,wrong_item
R02150,O022247,P0366,2024-02-14,not_as_described
R02151,O022260,P0227,2023-11-14,defective
R02152,O022277,P0399,2024-10-07,damaged
R02153,O022284,P0043,2024-03-07,damaged
R02154,O022285,P0158,2024-10-31,damaged
R02155,O022295,P0395,2024-06-14,changed_mind
R02156,O022310,P0230,2024-08-18,defective
R02157,O022319,P0233,2023-08-22,not_as_described
R02158,O022327,P0320,2024-06-16,wrong_item
R02159,O022340,P0264,2023-07-12,defective
R02160,O022352,P0111,2024-04-22,changed_mind
R02161,O022358,P0018,2023-02-16,defective
R02162,O022374,P0272,2024-03-08,wrong_item
R02163,O022378,P0090,2023-03-06,not_as_described
R02164,O022411,P0124,2024-01-20,changed_mind
R02165,O022424,P0096,2023-06-28,defective
R02166,O022432,P0010,2023-09-25,not_as_described
R02167,O022475,P0292,2024-03-19,changed_mind
R02168,O022477,P0497,2023-06-08,defective
R02169,O022483,P0109,2023-02-02,damaged
R02170,O022484,P0154,2023-11-14,changed_mind
R02171,O022490,P0219,2024-12-31,not_as_described
R02172,O022494,P0179,2023-09-20,wrong_item
R02173,O022497,P0165,2024-05-06,not_as_described
R02174,O022497,P0084,2024-05-09,wrong_item
R02175,O022540,P0173,2024-03-26,changed_mind
R02176,O022541,P0210,2023-08-15,defective
R02177,O022548,P0478,2024-04-25,defective
R02178,O022552,P0244,2024-04-06,changed_mind
R02179,O022566,P0275,2025-01-15,damaged
R02180,O022574,P0483,2024-07-24,defective
R02181,O022576,P0173,2023-07-05,changed_mind
R02182,O022591,P0375,2024-11-03,not_as_described
R02183,O022618,P0015,2024-02-10,defective
R02184,O022618,P0210,2024-01-26,defective
R02185,O022622,P0357,2024-04-08,changed_mind
R02186,O022634,P0055,2024-09-02,changed_mind
R02187,O022636,P0433,2024-02-22,changed_mind
R02188,O022683,P0425,2024-07-30,damaged
R02189,O022697,P0246,2024-03-06,defective
R02190,O022700,P0427,2023-02-25,changed_mind
R02191,O022711,P0110,2023-03-30,defective
R02192,O022730,P0462,2024-07-21,wrong_item
R02193,O022734,P0095,2024-03-18,changed_mind
R02194,O022739,P0108,2024-09-24,defective
R02195,O022749,P0422,2024-06-01,changed_mind
R02196,O022755,P0470,2024-04-11,defective
R02197,O022762,P0420,2023-11-16,defective
R02198,O022786,P0443,2023-08-08,not_as_described
R02199,O022786,P0161,2023-08-19,wrong_item
R02200,O022788,P0339,2024-08-19,changed_mind
R02201,O022789,P0193,2024-07-02,changed_mind
R02202,O022791,P0472,2024-02-02,wrong_item
R02203,O022811,P0264,2024-08-07,damaged
R02204,O022824,P0304,2024-02-17,not_as_described
R02205,O022827,P0181,2023-07-21,wrong_item
R02206,O022837,P0031,2024-07-09,changed_mind
R02207,O022852,P0328,2024-10-30,wrong_item
R02208,O022857,P0325,2023-12-16,changed_mind
R02209,O022859,P0466,2024-03-05,defective
R02210,O022873,P0321,2024-01-10,damaged
R02211,O022876,P0267,2024-08-31,not_as_described
R02212,O022886,P0227,2024-05-01,wrong_item
R02213,O022887,P0251,2024-03-29,changed_mind
R02214,O022894,P0323,2023-12-08,defective
R02215,O022918,P0311,2023-01-23,changed_mind
R02216,O022941,P0271,2023-01-18,defective
R02217,O022956,P0484,2024-11-01,wrong_item
R02218,O022966,P0185,2024-06-05,wrong_item
R02219,O022967,P0421,2023-07-28,wrong_item
R02220,O022977,P0147,2024-12-13,changed_mind
R02221,O022983,P0028,2024-07-12,not_as_described
R02222,O022995,P0308,2024-08-29,wrong_item
R02223,O023005,P0126,2024-03-27,defective
R02224,O023008,P0499,2023-09-28,defective
R02225,O023009,P0219,2025-01-16,not_as_described
R02226,O023025,P0356,2023-09-16,not_as_described
R02227,O023032,P0283,2024-04-30,wrong_item
R02228,O023057,P0073,2024-06-13,not_as_described
R02229,O023062,P0342,2023-05-20,changed_mind
R02230,O023065,P0371,2023-07-29,changed_mind
R02231,O023081,P0176,2024-11-21,wrong_item
R02232,O023085,P0468,2024-02-24,damaged
R02233,O023087,P0069,2023-05-27,changed_mind
R02234,O023096,P0496,2023-10-01,damaged
R02235,O023107,P0202,2024-12-07,damaged
R02236,O023126,P0261,2023-04-16,wrong_item
R02237,O023127,P0219,2023-07-01,changed_mind
R02238,O023136,P0294,2023-08-21,not_as_described
R02239,O023151,P0090,2025-01-04,not_as_described
R02240,O023156,P0151,2024-04-20,changed_mind
R02241,O023163,P0278,2024-01-23,defective
R02242,O023164,P0147,2024-06-12,damaged
R02243,O023167,P0119,2024-06-15,damaged
R02244,O023175,P0073,2023-05-24,not_as_described
R02245,O023178,P0432,2024-03-02,changed_mind
R02246,O023180,P0094,2024-01-21,changed_mind
R02247,O023199,P0272,2024-12-22,changed_mind
R02248,O023218,P0435,2024-03-31,damaged
R02249,O023224,P0427,2024-01-06,wrong_item
R02250,O023244,P0277,2025-01-02,not_as_described
R02251,O023250,P0283,2023-07-10,changed_mind
R02252,O023253,P0461,2023-06-12,damaged
R02253,O023270,P0420,2024-03-27,defective
R02254,O023272,P0333,2023-02-09,wrong_item
R02255,O023282,P0035,2024-09-01,damaged
R02256,O023289,P0432,2024-12-02,changed_mind
R02257,O023291,P0341,2024-01-07,wrong_item
R02258,O023298,P0466,2023-08-01,changed_mind
R02259,O023306,P0474,2023-01-20,changed_mind
R02260,O023307,P0478,2023-10-27,not_as_described
R02261,O023322,P0386,2024-02-12,wrong_item
R02262,O023340,P0083,2024-12-31,damaged
R02263,O023368,P0206,2024-07-29,wrong_item
R02264,O023388,P0343,2024-01-01,changed_mind
R02265,O023390,P0462,2023-01-09,damaged
R02266,O023402,P0263,2023-06-01,damaged
R02267,O023407,P0092,2024-09-08,defective
R02268,O023418,P0080,2023-03-28,changed_mind
R02269,O023439,P0388,2024-01-10,wrong_item
R02270,O023443,P0064,2023-06-24,changed_mind
R02271,O023457,P0193,2023-11-13,changed_mind
R02272,O023463,P0445,2023-11-27,changed_mind
R02273,O023476,P0081,2024-04-12,wrong_item
R02274,O023511,P0450,2023-11-20,defective
R02275,O023524,P0324,2024-09-11,wrong_item
R02276,O023526,P0178,2024-08-13,damaged
R02277,O023542,P0441,2024-11-08,changed_mind
R02278,O023557,P0073,2023-03-02,defective
R02279,O023582,P0296,2023-07-12,changed_mind
R02280,O023591,P0032,2023-10-13,changed_mind
R02281,O023592,P0223,2023-11-09,damaged
R02282,O023594,P0311,2023-04-17,wrong_item
R02283,O023596,P0084,2024-10-12,defective
R02284,O023631,P0266,2023-05-15,changed_mind
R02285,O023632,P0029,2024-02-23,changed_mind
R02286,O023650,P0265,2023-12-24,not_as_described
R02287,O023655,P0239,2023-05-15,changed_mind
R02288,O023684,P0452,2024-04-07,defective
R02289,O023685,P0210,2024-05-06,not_as_described
R02290,O023687,P0344,2024-12-27,changed_mind
R02291,O023687,P0284,2024-12-25,changed_mind
R02292,O023691,P0046,2024-07-22,changed_mind
R02293,O023704,P0432,2023-07-07,defective
R02294,O023728,P0280,2024-07-20,changed_mind
R02295,O023730,P0407,2023-06-20,changed_mind
R02296,O023744,P0232,2023-07-04,changed_mind
R02297,O023756,P0054,2023-09-29,wrong_item
R02298,O023774,P0156,2024-05-21,defective
R02299,O023784,P0305,2023-12-01,not_as_described
R02300,O023789,P0491,2024-11-22,changed_mind
R02301,O023795,P0499,2023-09-17,changed_mind
R02302,O023812,P0071,2024-10-05,not_as_described
R02303,O023824,P0175,2023-04-16,not_as_described
R02304,O023849,P0468,2023-07-29,damaged
R02305,O023850,P0238,2024-05-12,changed_mind
R02306,O023867,P0217,2024-01-26,changed_mind
R02307,O023883,P0207,2023-11-25,defective
R02308,O023896,P0470,2023-08-09,changed_mind
R02309,O023898,P0124,2024-07-05,wrong_item
R02310,O023913,P0109,2024-12-22,defective
R02311,O023932,P0407,2023-12-18,not_as_described
R02312,O023933,P0227,2024-01-10,defective
R02313,O023939,P0255,2023-11-14,damaged
R02314,O023948,P0012,2023-12-24,wrong_item
R02315,O023955,P0460,2023-03-27,wrong_item
R02316,O023961,P0463,2024-10-04,changed_mind
R02317,O023964,P0332,2024-09-15,defective
R02318,O023974,P0140,2024-07-02,wrong_item
R02319,O023977,P0403,2023-04-11,defective
R02320,O023997,P0290,2023-08-19,changed_mind
R02321,O023999,P0455,2024-01-09,defective
R02322,O024005,P0416,2024-10-17,changed_mind
R02323,O024012,P0429,2024-12-01,changed_mind
